GPR Method,Donor,Acceptor,RMSE(train),RMSE(test),R2,dR2,R2_Proxy,R2CV_Proxy,RMSE_Proxy,Target Parameter,Used Proxies,Available Proxies,dR2s[1],dR2s[2],dR2s[3],dR2s[4],dR2s[5],dR2s[6],dR2s[7],dR2s_2[1],dR2s_2[2],dR2s_2[3],dR2s_2[4],dR2s_2[5],dR2s_2[6],dR2s_2[7],RMSE[1],RMSE[2],RMSE[3],RMSE[4],RMSE[5],RMSE[6],RMSE[7],MainPath,length_scales_start,length_scale_lims,ShuffleTimes,MainFolderName,HowManyBestPixelsPerSubstrate
PlanToSpectralParameters,PM6,PY-IT,0.01105,0.01031,0.876,-0.025,0.878,0.899,0.01015,features_Dtot_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.784,0.094,-1,-1,-1,-1,-1,0.0174,0.0026,-1,-1,-1,-1,-1,0.01423,0.01015,-1,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,PY-IT,0.00956,0.0097,0.913,0.885,0.912,0.944,0.00898,features_Atot_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.818,0.084,0.01,-1,-1,-1,-1,0.0054,0.0007,0.007,-1,-1,-1,-1,0.01421,0.00899,0.00898,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,PY-IT,0.0203,0.01995,0.898,0.896,0.894,0.937,0.01968,features_atot_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.793,0.101,-1,-1,-1,-1,-1,0.0097,0,-1,-1,-1,-1,-1,0.02757,0.01968,-1,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,PY-IT,0.0067,0.00614,0.623,0.553,0.645,0.645,0.00625,features_XD_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",-0.012,0.657,-1,-1,-1,-1,-1,0.0292,0,-1,-1,-1,-1,-1,0.01099,0.00625,-1,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,PY-IT,0.0074,0.00776,0.541,0.253,0.563,0.501,0.00743,features_XA_UV,plan_Solutions_1_speed,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.563,-1,-1,-1,-1,-1,-1,0.0513,-1,-1,-1,-1,-1,-1,0.00743,-1,-1,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PM6,PY-IT,0.46429,0.8682,0.735,-1.071,0.729,0.54,0.50098,JSC_IV,"features_D.1a.c_UV, features_A.1.w_UV, features_XD_UV",features_,-0.083,0.677,0.135,-1,-1,-1,-1,0.0376,0.0022,0.0121,-1,-1,-1,-1,0.83771,0.63035,0.50098,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PM6,PY-IT,0.77067,0.82083,0.857,0.855,0.848,0.889,0.70086,FF_IV,"features_A.1.c_UV, features_D_UV",features_,0.523,0.326,-1,-1,-1,-1,-1,0.0468,0.0049,-1,-1,-1,-1,-1,1.41728,0.70086,-1,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PM6,PY-IT,0.0027,0.00302,0.72,0.545,0.722,0.789,0.00275,VOC_IV,"features_D.1.c_UV, features_D_UV",features_,0.704,0.018,-1,-1,-1,-1,-1,0.016,0.0044,-1,-1,-1,-1,-1,0.00286,0.00275,-1,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PM6,PY-IT,0.22846,0.98571,0.882,-2.412,0.891,0.793,0.33215,PCE_IV,"features_A.1.w_UV, features_D.1.c_UV, features_D.1a.w_UV, features_D.1a.c_UV, features_A_UV",features_,0.26,-0.056,0.205,0.339,0.143,-1,-1,0.0491,0.0223,0,0.0337,0,-1,-1,0.74453,0.69568,0.65762,0.45372,0.33215,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PTVT-T,L8-BO,0.14409,0.15469,0.931,0.897,0.932,0.922,0.1386,PCE_IV,"plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.552,0.38,-1,-1,-1,-1,-1,0.0218,0.0032,-1,-1,-1,-1,-1,0.40439,0.1386,-1,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PTVT-T,L8-BO,0.8226,0.88872,0.91,0.877,0.913,0.918,0.834,FF_IV,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.528,0.379,0.007,-1,-1,-1,-1,0.0195,0.0032,0.0035,-1,-1,-1,-1,1.80345,0.95534,0.834,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PTVT-T,L8-BO,0.3566,0.37481,0.458,0.14,0.508,0.225,0.37486,JSC_IV,"plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.109,0.399,-1,-1,-1,-1,-1,0.0401,0.0939,-1,-1,-1,-1,-1,0.44735,0.37486,-1,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PTVT-T,L8-BO,0.00327,0.00322,0.844,0.806,0.836,0.737,0.00335,VOC_IV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.594,0.158,0.085,-1,-1,-1,-1,0.0199,0.0158,0.0028,-1,-1,-1,-1,0.00545,0.00392,0.00335,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,L8-BO,0.0023,0.00246,0.85,0.818,0.846,0.807,0.00227,features_D.1.c_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.476,0.299,0.071,-1,-1,-1,-1,0.0358,0.0127,0.0121,-1,-1,-1,-1,0.00421,0.00288,0.00227,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,L8-BO,0.00083,0.00083,0.898,0.907,0.912,0.902,0.00081,features_D.1a.w_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.808,0.056,0.048,-1,-1,-1,-1,0.0119,0.0131,0.0083,-1,-1,-1,-1,0.00117,0.00093,0.00081,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,L8-BO,0.00172,0.0017,0.66,0.452,0.664,0.429,0.00152,features_D.1a.c_UV,"plan_Solutions_1_conc., plan_Solutions_1_ann. time, plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.118,0.324,0.221,-1,-1,-1,-1,0.037,0.0178,0.0073,-1,-1,-1,-1,0.00279,0.00197,0.00152,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,L8-BO,0.03984,0.03677,0.53,0.334,0.551,0.489,0.03634,features_D.2.a_UV,plan_Solutions_1_ann. time,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.551,-1,-1,-1,-1,-1,-1,0.0256,-1,-1,-1,-1,-1,-1,0.03634,-1,-1,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,L8-BO,0.01601,0.01469,0.737,0.768,0.985,0.986,0.00357,features_A.0.a_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.417,0.546,0.022,-1,-1,-1,-1,0.03,0.0154,0.0036,-1,-1,-1,-1,0.02354,0.00545,0.00357,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,L8-BO,0.00139,0.00133,0.874,0.849,0.88,0.895,0.00114,features_A.1.w_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.45,0.415,0.015,-1,-1,-1,-1,0.0185,0.0103,0,-1,-1,-1,-1,0.00287,0.00145,0.00114,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,L8-BO,0.00424,0.00366,0.577,0.577,0.594,0.601,0.0038,features_A.1.c_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.374,0.128,0.091,-1,-1,-1,-1,0.0251,0.0248,0.0242,-1,-1,-1,-1,0.00478,0.00411,0.0038,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,L8-BO,0.0014,0.00129,0.937,0.926,0.957,0.946,0.00112,features_A.1a.w_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.532,0.424,-1,-1,-1,-1,-1,0.032,0.0101,-1,-1,-1,-1,-1,0.00383,0.00112,-1,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,L8-BO,0.00422,0.00348,0.611,0.648,0.623,0.677,0.00362,features_A.1a.c_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.109,0.514,-1,-1,-1,-1,-1,0.0415,0.0128,-1,-1,-1,-1,-1,0.00587,0.00362,-1,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,L8-BO,0.02277,0.02555,0.816,0.779,0.867,0.872,0.01735,features_D_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.5,0.367,-1,-1,-1,-1,-1,0.0288,0,-1,-1,-1,-1,-1,0.03882,0.01735,-1,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,L8-BO,0.03833,0.03523,0.763,0.317,0.789,0.731,0.0349,features_A_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.357,0.432,-1,-1,-1,-1,-1,0.0505,0.006,-1,-1,-1,-1,-1,0.05759,0.0349,-1,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,L8-BO,0.04551,0.04311,0.797,0.636,0.791,0.715,0.03936,features_Dtot_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.217,0.574,0,-1,-1,-1,-1,0.075,0.0051,0,-1,-1,-1,-1,0.07626,0.04137,0.03936,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,L8-BO,0.05929,0.04899,0.764,0.555,0.78,0.767,0.0475,features_Atot_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.404,0.376,-1,-1,-1,-1,-1,0.0295,0.0049,-1,-1,-1,-1,-1,0.0921,0.0475,-1,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,L8-BO,0.10068,0.0931,0.794,0.745,0.818,0.808,0.10088,features_atot_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.307,0.511,-1,-1,-1,-1,-1,0.063,0.0014,-1,-1,-1,-1,-1,0.17883,0.10088,-1,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,L8-BO,0.00964,0.00921,0.872,0.803,0.879,0.809,0.00878,features_XD_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.637,0.078,0.163,-1,-1,-1,-1,0.0162,0.0131,0.0123,-1,-1,-1,-1,0.01604,0.01351,0.00878,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,L8-BO,0.00924,0.00915,0.882,0.801,0.874,0.822,0.00862,features_XA_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.627,0.112,0.135,-1,-1,-1,-1,0.0215,0.0134,0.0059,-1,-1,-1,-1,0.01546,0.01321,0.00862,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PTVT-T,L8-BO,0.43212,0.43129,0.213,-0.039,0.243,0.12,0.41634,JSC_IV,"features_D.1a.w_UV, features_A.1a.w_UV, features_A.1.c_UV",features_,0.185,-0.011,0.069,-1,-1,-1,-1,0.0476,0.0632,0.0862,-1,-1,-1,-1,0.43669,0.42647,0.41634,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PTVT-T,L8-BO,1.0966,1.07999,0.84,0.77,0.85,0.897,0.91046,FF_IV,"features_Atot_UV, features_A.1a.c_UV, features_A_UV",features_,0.831,0.023,-0.005,-1,-1,-1,-1,0.0058,0.0033,0.0034,-1,-1,-1,-1,1.16824,0.88631,0.91046,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PTVT-T,L8-BO,0.00143,0.00134,0.97,0.971,0.968,0.98,0.0013,VOC_IV,"features_D.1.c_UV, features_D.1a.c_UV, features_A.1a.c_UV, features_A.1a.w_UV",features_,0.755,0.161,0.057,-0.004,-1,-1,-1,0.0113,0.0038,0.0024,0,-1,-1,-1,0.0036,0.00249,0.00145,0.0013,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PTVT-T,L8-BO,0.28526,0.29482,0.726,0.698,0.767,0.684,0.25637,PCE_IV,"features_Atot_UV, features_A.1a.w_UV, features_XA_UV",features_,0.669,0.065,0.033,-1,-1,-1,-1,0.0119,0.0318,0.0297,-1,-1,-1,-1,0.31677,0.25624,0.25637,-1,-1,-1,-1,PTVT-T-L8-BO,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,D18CL,BTP-4F-12 (Y12),0.36733,0.38237,0.96,0.908,0.96,0.93,0.36561,PCE_IV,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.493,0.451,0.016,-1,-1,-1,-1,0.018,0.0011,0.0024,-1,-1,-1,-1,1.25026,0.4819,0.36561,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,D18CL,BTP-4F-12 (Y12),1.47182,1.36182,0.954,0.956,0.958,0.948,1.54239,FF_IV,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.578,0.378,0.002,-1,-1,-1,-1,0.0193,0.0019,0.0022,-1,-1,-1,-1,4.18083,1.47094,1.54239,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,D18CL,BTP-4F-12 (Y12),0.36515,0.35697,0.774,0.726,0.782,0.745,0.34631,JSC_IV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.596,0.214,-0.029,-1,-1,-1,-1,0.0077,0.0503,0.0107,-1,-1,-1,-1,0.41011,0.33282,0.34631,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,D18CL,BTP-4F-12 (Y12),0.00401,0.00378,0.872,0.87,0.88,0.86,0.00389,VOC_IV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.724,0.126,0.029,-1,-1,-1,-1,0.0135,0.0091,0.0076,-1,-1,-1,-1,0.0062,0.00417,0.00389,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,BTP-4F-12 (Y12),0.00041,0.00042,0.989,0.988,0.989,0.989,0.00039,features_D.1.c_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.926,0.064,-0.001,-1,-1,-1,-1,0.0024,0,0.0005,-1,-1,-1,-1,0.00097,0.00045,0.00039,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,BTP-4F-12 (Y12),0.00111,0.00111,0.957,0.935,0.998,0.998,0.00034,features_D.1a.w_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.987,0.005,0.006,-1,-1,-1,-1,0.0007,0.0004,0.0001,-1,-1,-1,-1,0.00097,0.00078,0.00034,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,BTP-4F-12 (Y12),0.00055,0.00063,0.993,0.991,0.992,0.994,0.00051,features_D.1a.c_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.938,0.054,0,-1,-1,-1,-1,0.0039,0.0002,0.0002,-1,-1,-1,-1,0.00156,0.00054,0.00051,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,BTP-4F-12 (Y12),0.01622,0.01581,0.899,0.885,0.899,0.908,0.01453,features_D.2.a_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.814,0.084,0.001,-1,-1,-1,-1,0.0098,0.0057,0.0054,-1,-1,-1,-1,0.0231,0.01599,0.01453,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,BTP-4F-12 (Y12),0.00191,0.00181,0.985,0.991,0.986,0.986,0.00192,features_A.0.a_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.856,0.116,0.014,-1,-1,-1,-1,0.0089,0.002,0.001,-1,-1,-1,-1,0.00576,0.00246,0.00192,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,BTP-4F-12 (Y12),0.00049,0.00048,0.918,0.912,0.944,0.937,0.0004,features_A.1.w_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.899,-0.008,0.053,-1,-1,-1,-1,0.0046,0.0031,0.0157,-1,-1,-1,-1,0.00055,0.00052,0.0004,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,BTP-4F-12 (Y12),0.00406,0.0038,0.886,0.906,0.891,0.884,0.004,features_A.1.c_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.856,0.035,-1,-1,-1,-1,-1,0.0075,0.0067,-1,-1,-1,-1,-1,0.00457,0.004,-1,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,BTP-4F-12 (Y12),0.00053,0.00052,0.953,0.922,0.952,0.95,0.00051,features_A.1a.w_UV,"plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.669,0.283,-1,-1,-1,-1,-1,0.0175,0.0021,-1,-1,-1,-1,-1,0.00141,0.00051,-1,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,BTP-4F-12 (Y12),0.002,0.00206,0.897,0.856,0.91,0.859,0.00198,features_A.1a.c_UV,plan_Solutions_1_ann. time,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.91,-1,-1,-1,-1,-1,-1,0.0045,-1,-1,-1,-1,-1,-1,0.00198,-1,-1,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,BTP-4F-12 (Y12),0.0136,0.01397,0.958,0.916,0.96,0.894,0.01104,features_D_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.577,0.339,0.044,-1,-1,-1,-1,0,0.0107,0.0028,-1,-1,-1,-1,0.05074,0.01889,0.01104,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,BTP-4F-12 (Y12),0.01303,0.01271,0.97,0.963,0.971,0.96,0.01157,features_A_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",-0.015,0.531,0.454,-1,-1,-1,-1,0.0566,0.0465,0.0013,-1,-1,-1,-1,0.07337,0.0537,0.01157,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,BTP-4F-12 (Y12),0.02154,0.02123,0.972,0.934,0.967,0.635,0.02276,features_Dtot_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.465,0.502,-1,-1,-1,-1,-1,0.0464,0.0049,-1,-1,-1,-1,-1,0.09328,0.02276,-1,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,BTP-4F-12 (Y12),0.01941,0.01971,0.972,0.975,0.973,0.978,0.01921,features_Atot_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.014,0.49,0.469,-1,-1,-1,-1,0.0704,0.0185,0,-1,-1,-1,-1,0.11358,0.07789,0.01921,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,BTP-4F-12 (Y12),0.04524,0.04538,0.965,0.772,0.972,0.965,0.03343,features_atot_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.509,0.465,-0.001,-1,-1,-1,-1,0.0299,0.0015,0.0019,-1,-1,-1,-1,0.17575,0.04045,0.03343,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,BTP-4F-12 (Y12),0.00323,0.00335,0.915,0.773,0.918,0.924,0.00307,features_XD_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.853,0.065,-1,-1,-1,-1,-1,0,0.0011,-1,-1,-1,-1,-1,0.00364,0.00307,-1,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
